鄉鎮市區,交易標的,土地區段位置／建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,單價(元／平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
東區,建物,公道五路二段301～330號,0,,,,10109,建物1車位2,八層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9809,4房,2廳,2衛,有隔間,有管理組織,25000,364,坡道平面,0,0,無
東區,建物,公道五路二段331～360號,0,,,,10109,建物1車位2,十一層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9809,4房,2廳,2衛,有隔間,有管理組織,30000,586,坡道平面,0,0,無
北區,建物,竹光路35巷1～30號,0,,,,10109,建物1,五層,5,公寓,住家用,鋼筋混凝土造,7810,4房,2廳,2衛,有隔間,有管理組織,10000,301,,0,0,撤銷申報書序號為C1OA10110040067
北區,建物,北新街31～60號,0,,,,10109,建物1,四層,5,套房,見其他登記事項,鋼筋混凝土造,9603,1房,1廳,1衛,有隔間,無管理組織,13000,1117,,0,0,撤銷申報書序號為C1OA10110040059
東區,建物,八德路181～210號,0,,,,10109,建物1車位2,一層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9711,5房,2廳,3衛,有隔間,有管理組織,45000,735,坡道平面,0,0,無
東區,土地,新興段1681～1710地號,19.36,住19.36,,,10109,土地1,見其他登記事項,2,透天厝,,,,3房,2廳,1衛,有隔間,無管理組織,7000,1195,,0,0,"此土地上有一筆未登記的建物,建物門牌為南大路550巷68弄6號,因無建號資料,故於此註明"
香山區,建物,經國路三段92巷16弄1～30號,0,,,,10110,建物1車位1,五層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,9908,2房,2廳,1衛,有隔間,有管理組織,18000,562,坡道機械,0,0,租賃期間為1年又10天
北區,建物,武陵路276巷1～30號,0,,,,10110,建物1,四層,5,公寓,住家用,鋼筋混凝土造,7808,3房,2廳,2衛,有隔間,無管理組織,8000,295,,0,0,無
北區,建物,中山路451～480號,0,,,,10110,建物1,三層,5,公寓,住家用,鋼筋混凝土造,7603,3房,2廳,2衛,有隔間,有管理組織,9500,319,,0,0,無
香山區,建物,香山區遊樂街29巷31～60號,0,,,,10110,建物1,五層,7,華廈,見使用執照，共同使用部份,鋼筋混凝土造,8112,3房,2廳,2衛,無隔間,無管理組織,10000,300,,0,0,無
東區,建物,經國路一段511～540號,0,,,,10110,建物1,十三層,19,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8505,1房,,1衛,有隔間,有管理組織,6000,450,,0,0,無
東區,建物,南門街61～90號,0,,,,10110,建物1,二層,7,華廈,住商用，共同使用部份,鋼筋混凝土造,7008,3房,2廳,2衛,有隔間,無管理組織,17000,662,,0,0,無
東區,建物,西大路91～120號,0,,,,10110,建物1,三層,5,公寓,住家用,鋼筋混凝土造,7110,3房,2廳,2衛,有隔間,無管理組織,8000,252,,0,0,無
北區,建物,天府路一段421～450號,0,,,,10110,建物1,四層,4,透天厝,見其他登記事項,鋼筋混凝土造,8907,6房,2廳,6衛,有隔間,無管理組織,35000,305,,0,0,無
北區,建物,經國路二段151～180號,0,,,,10110,建物1,三層,10,套房,見其他登記事項,鋼筋混凝土造,9707,1房,1廳,1衛,有隔間,有管理組織,15000,1138,,0,0,無
北區,建物,光華北街61～90號,0,,,,10110,建物1,四層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8110,1房,,1衛,有隔間,有管理組織,6500,584,,0,0,無
東區,建物,建新路90巷6弄1～30號,0,,,,10110,建物1,四層,4,公寓,國民住宅,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,14000,626,,0,0,成交住址為建新路110巷6弄1號4樓
東區,建物,關新路1～30號,0,,,,10110,建物1車位1,十一層,13,套房,見其他登記事項,鋼筋混凝土造,9709,1房,1廳,1衛,有隔間,有管理組織,14000,1254,坡道平面,0,0,無
東區,建物,中華路三段1～30號,0,,,,10110,建物1,三層,14,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8904,1房,1廳,1衛,有隔間,有管理組織,9000,577,,0,0,無
東區,建物,慈祥路61～90號,0,,,,10110,建物1車位1,七層,12,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10003,2房,2廳,2衛,有隔間,有管理組織,15000,493,坡道平面,0,0,撤銷申報書編號：C1OA10110180049
東區,建物,東南街241～270號,0,,,,10110,建物1,見其他登記事項,3,店面,住商用,加強磚造,6310,,,,無隔間,無管理組織,22000,650,,0,0,撤銷申報書序號：C1OA10110180025
東區,建物,建功一路181～210號,0,,,,10110,建物1,三層,3,透天厝,見其他登記事項,鋼筋混凝土造,9612,1房,,1衛,有隔間,無管理組織,6000,1301,,0,0,租賃層次(三層突出物)
東區,建物,北大路31～60號,0,,,,10110,建物1,五層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,8607,,,,無隔間,無管理組織,30000,868,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10110,建物1,六層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,無管理組織,22222,722,,0,0,無
北區,建物,竹光路183巷31～60號,0,,,,10110,,四層,4,套房,見其他登記事項,鋼筋混凝土造,9701,1房,,1衛,有隔間,無管理組織,5500,1101,,0,0,無
東區,建物,中華路二段1～30號,0,,,,10110,建物1,五層,12,住宅大樓,住家用,鋼筋混凝土造,8607,3房,2廳,2衛,有隔間,有管理組織,11500,407,,0,0,無
東區,建物,四維路1～30號,0,,,,10110,建物1,十二層,12,套房,住家用,鋼筋混凝土造,8007,1房,,1衛,有隔間,有管理組織,7000,624,,0,0,無
東區,地+建,建功一路59巷1～30號,25.91,住25.91,,,10110,土地1建物1,八層,12,住宅大樓,國民住宅,鋼筋混凝土造,8909,3房,2廳,2衛,有隔間,有管理組織,15000,386,,0,0,無
東區,地+建,關新路181～210號,5260.28,住5260.28,,,10108,土地1建物1,一層,21,店面,見其他登記事項,鋼筋混凝土造,9907,,,,無隔間,有管理組織,80000,1496,,0,0,"1.因C2OA10109200014租賃日期keyin錯誤 故C2OA10109200014撤銷,重新送件。 2.因本契約簽訂日至101年9月30日為裝潢緩衝日,故不收取租金。"
北區,建物,武陵路175巷1～30號,0,,,,10110,,一層,20,華廈,住家用，見其他登記事項,鋼筋混凝土造,8706,3房,2廳,2衛,有隔間,有管理組織,22000,827,,0,0,無
東區,建物,林森路61～90號,0,,,,10109,建物1,八層,12,套房,住家用,鋼筋混凝土造,7801,1房,1廳,1衛,有隔間,有管理組織,4500,796,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10109,建物1,七層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,無管理組織,18000,511,,0,0,無
東區,建物,明湖路91～120號,0,,,,10109,建物1,見使用執照,2,透天厝,住家用,加強磚造,,2房,2廳,2衛,有隔間,無管理組織,20000,602,,0,0,無
東區,建物,林森路121～150號,0,,,,10109,建物1,九層,12,套房,住家用,鋼筋混凝土造,8306,1房,1廳,1衛,有隔間,有管理組織,6500,625,,0,0,無
北區,建物,四維路91～120號,0,,,,10109,建物1,八層,14,套房,住家用,鋼筋混凝土造,8703,1房,1廳,1衛,有隔間,有管理組織,7500,643,,0,0,無
北區,建物,和平路61～90號,0,,,,10109,建物1,三層,13,住宅大樓,住家用,鋼筋混凝土造,8607,3房,2廳,2衛,有隔間,有管理組織,11500,363,,0,0,無
北區,建物,少年街31～60號,0,,,,10109,建物1,三層,5,公寓,住家用,鋼筋混凝土造,7207,3房,2廳,2衛,有隔間,無管理組織,9500,349,,0,0,無
東區,建物,食品路1～30號,0,,,,10109,建物1,六層,9,套房,見其他登記事項,鋼筋混凝土造,8701,1房,1廳,1衛,有隔間,有管理組織,8000,737,,0,0,無
東區,建物,光復路一段61～90號,0,,,,10109,建物1,五層,6,套房,住家用,鋼筋混凝土造,8808,1房,1廳,1衛,有隔間,有管理組織,7000,1082,,0,0,無
北區,建物,和平路86巷1～30號,0,,,,10109,建物1,一層,8,華廈,住商用,鋼筋混凝土造,8210,1房,1廳,1衛,有隔間,無管理組織,15500,706,,0,0,無
北區,建物,少年街31～60號,0,,,,10109,建物1,七層,9,華廈,住家用,鋼筋混凝土造,8301,1房,1廳,1衛,有隔間,有管理組織,8300,511,,0,0,無
北區,建物,少年街31～60號,0,,,,10110,建物1,四層,9,華廈,住家用,鋼筋混凝土造,8301,1房,1廳,1衛,有隔間,有管理組織,8300,500,,0,0,無
東區,建物,公道五路二段421～450號,0,,,,10109,建物1,二層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9511,3房,2廳,2衛,有隔間,有管理組織,43000,975,,0,0,無
東區,建物,北大路1～30號,0,,,,10109,建物1,二十五層,28,住宅大樓,見其他登記事項,鋼骨鋼筋混凝土造,9607,2房,2廳,2衛,有隔間,有管理組織,27000,1377,,0,0,無
香山區,土地,朝山段511～540地號,46.2,它46.2,,,10110,土地1,NULL,,,,,,,,,有隔間,無管理組織,10000,716,,0,0,租金內含未保存登記建物在內
北區,建物,北區中正路211～240號,0,,,,10109,建物1,十二層,12,住宅大樓,見其他登記事項,鋼筋混凝土造,9502,3房,2廳,2衛,有隔間,有管理組織,26000,818,,0,0,無
北區,地+建+車,北區武陵路175巷1～30號,15295.01,住15295.01,,,10110,土地1建物1車位1,十層,21,住宅大樓,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8706,3房,2廳,2衛,有隔間,無管理組織,20000,584,坡道平面,39.37,0,無
東區,建物,東區東勢里13鄰八德路181～210號,0,,,,10110,建物1,三層,14,住宅大樓,,鋼筋混凝土造,9711,5房,2廳,2衛,有隔間,有管理組織,49800,874,,0,0,租金含稅金管理費與第四台
東區,建物,東區錦華里19鄰北大路1～30號,0,,,,10111,建物1,七層,11,住宅大樓,共同使用部份,鋼筋混凝土造,9908,2房,2廳,1衛,有隔間,無管理組織,31000,1500,,0,0,租金含稅金管理費第四台與網路
香山區,建物,牛埔路121～150號,0,,,,10110,建物1車位1,五層,15,套房,見其他登記事項,鋼筋混凝土造,9701,1房,,1衛,有隔間,有管理組織,15000,546,坡道平面,0,0,無
東區,建物,中央路151～180號,0,,,,10111,建物1車位1,十八層,29,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,3房,2廳,2衛,有隔間,有管理組織,37700,784,坡道平面,0,0,無
東區,建物,田美三街1～30號,0,,,,10110,建物1,見其他登記事項,2,透天厝,住商用,加強磚造,,,,,無隔間,無管理組織,30000,937,,0,0,租賃層次為全部
東區,建物,林森路31～60號,0,,,,10110,建物1,見其他登記事項,6,透天厝,住商用,鋼筋混凝土造,8909,,,,無隔間,無管理組織,125000,21968,,0,0,租賃層次為1至3樓
北區,建物,湳雅街311巷36弄61～90號,0,,,,10110,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,7311,3房,2廳,2衛,有隔間,無管理組織,14500,450,,0,0,租賃層次為1至2樓
東區,建物,中央路151～180號,0,,,,10110,建物1,二十一層,26,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,3房,2廳,2衛,有隔間,有管理組織,38000,1422,,0,0,無
東區,建物,中央路151～180號,0,,,,10111,建物1,二十四層,26,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,3房,2廳,1衛,有隔間,有管理組織,35000,1003,,0,0,無
東區,建物,光華街18巷1～30號,75,,,未填75,10111,建物1,二層,2,透天厝,住家用,加強磚造,6502,,,,無隔間,無管理組織,50000,1833,,0,0,無
北區,建物,北新街31～60號,0,,,,10110,建物1,四層,5,套房,見其他登記事項,鋼筋混凝土造,9603,1房,1廳,1衛,有隔間,無管理組織,13000,1121,,0,0,撤銷申報書序號為C1OA10111050011
東區,建物,建功一路121～150號,29.54,,,未填29.54,10111,建物1,三層,12,住宅大樓,國民住宅,鋼筋混凝土造,8704,3房,2廳,2衛,有隔間,有管理組織,14000,322,,0,0,無
東區,建物,北大路1～30號,0,,,,10111,建物1,五層,9,華廈,,鋼筋混凝土造,9908,2房,2廳,2衛,有隔間,有管理組織,26000,2175,,0,0,無
北區,建物,東大路二段61～90號,0,,,,10111,建物1,十層,13,辦公商業大樓,住家用,鋼筋混凝土造,8502,2房,2廳,1衛,有隔間,有管理組織,14500,678,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10111,建物1車位1,九層,10,套房,共同使用部份,鋼筋混凝土造,10102,1房,,1衛,無隔間,有管理組織,19500,1426,坡道平面,0,0,無
東區,建物,田美三街1～30號,0,,,,10111,建物1,一層,3,透天厝,住家用,加強磚造,6711,,,,無隔間,無管理組織,20000,893,,0,0,無
東區,建物,田美三街1～30號,0,,,,10111,建物1,二層,3,透天厝,住家用,加強磚造,6711,,,,無隔間,無管理組織,18000,803,,0,0,無
東區,建物,東區關新路181～210號,0,,,,10110,建物2車位2,一層,24,住宅大樓,見其他登記事項,鋼筋混凝土造,10011,,,,無隔間,有管理組織,390000,2372,坡道平面,0,0,無
北區,建物,長安街31～60號,0,,,,10111,建物1,二層,5,套房,見其他登記事項,鋼筋混凝土造,9506,1房,,1衛,有隔間,有管理組織,7500,947,,0,0,無
北區,建物,林森路301～330號,0,,,,10111,建物1,三層,7,華廈,住家用,鋼筋混凝土造,9011,3房,2廳,2衛,有隔間,無管理組織,10500,373,,0,0,無
東區,土地,前溪段301～330地號,4071.99,農4071.99,特定農業區,,10110,土地1,見其他登記事項,3,透天厝,,,,7房,2廳,4衛,有隔間,無管理組織,19000,15,,0,0,成交住址為經國路一段156巷196號
東區,建物,關新路19巷91～120號,0,,,,10111,建物1車位1,九層,15,住宅大樓,見其他登記事項,鋼筋混凝土造,9806,4房,2廳,2衛,有隔間,有管理組織,35000,3634,坡道平面,0,0,撤銷申報書序號C1JB10111160026
東區,建物,中央路245巷31～60號,0,,,,10111,建物1車位1,九層,10,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10102,1房,,1衛,無隔間,有管理組織,19500,927,坡道平面,0,0,撤銷申報書序號C1OA10111160004
東區,建物,中央路245巷31～60號,0,,,,10111,建物1,四層,11,住宅大樓,見其他登記事項,鋼筋混凝土造,10102,1房,2廳,1衛,有隔間,有管理組織,24000,1855,,0,0,無
東區,建物,民享街31～60號,0,,,,10110,建物1,三層,4,套房,住家用,鋼筋混凝土造,8007,1房,,1衛,有隔間,無管理組織,5800,804,,0,0,無
東區,建物,北大路1～30號,0,,,,10110,建物1,十九層,28,住宅大樓,見其他登記事項,鋼骨鋼筋混凝土造,9607,3房,2廳,2衛,有隔間,有管理組織,36000,1194,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10110,建物1,五層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,20000,1444,,0,0,無
東區,建物,光復路一段301～330號,0,,,,10110,建物1,四層,7,套房,住家用,鋼筋混凝土造,,1房,1廳,1衛,有隔間,無管理組織,6500,627,,0,0,無
東區,建物,民享街31～60號,0,,,,10110,建物1,二層,4,套房,住家用,鋼筋混凝土造,8007,1房,1廳,1衛,有隔間,無管理組織,5800,804,,0,0,無
東區,建物,光復路一段525巷1～30號,0,,,,10110,建物1,一層,14,店面,住商用,鋼筋混凝土造,8803,,,,無隔間,有管理組織,35000,709,,0,0,無
東區,建物,經國路一段721～750號,0,,,,10110,建物1,五層,9,套房,,鋼筋混凝土造,9507,1房,1廳,1衛,有隔間,有管理組織,12000,1705,,0,0,無
北區,建物,中正路301～330號,0,,,,10110,建物1,八層,9,住宅大樓,住家用,鋼筋混凝土造,8808,3房,2廳,2衛,有隔間,有管理組織,28000,752,,0,0,無
東區,建物,明湖路721～750號,0,,,,10111,建物1車位1,三層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,,1衛,有隔間,有管理組織,13000,1220,坡道平面,0,0,無
東區,建物,東大路一段1～30號,0,,,,10111,建物1,一層,7,店面,國民住宅,鋼筋混凝土造,7208,,,,無隔間,有管理組織,13000,666,,0,0,無
北區,土地,中山段三小段61～90地號,70,,,,10111,土地1,見其他登記事項,3,店面,,,,,,,有隔間,無管理組織,70000,3306,,0,0,此土地上有一筆未登記之建物，建物門牌為東門街204號1-2樓，因無建號資料，故於此註明。
北區,建物,中正路481～510號,0,,,,10111,建物1,二層,12,住宅大樓,住家用,鋼筋混凝土造,7811,4房,2廳,2衛,有隔間,有管理組織,14000,240,,0,0,無
北區,建物,水田街150巷10弄1～30號,0,,,,10111,建物1,五層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,,3房,2廳,1衛,有隔間,無管理組織,10000,509,,0,0,無
東區,建物,文昌路1～30號,0,,,,10111,建物1,三層,5,公寓,商業用,加強磚造,,2房,1廳,1衛,有隔間,無管理組織,7200,400,,0,0,無
東區,建物,關新路1～30號,0,,,,10111,建物1車位1,十二層,14,套房,見其他登記事項,鋼筋混凝土造,9709,1房,1廳,1衛,無隔間,有管理組織,14000,1388,坡道平面,0,0,無
香山區,建物,中華路六段647巷31弄91～120號,0,,山坡地保育區,,10111,建物1車位1,見其他登記事項,4,透天厝,住家用，共同使用部份,鋼筋混凝土造,8510,5房,2廳,3衛,有隔間,無管理組織,12000,193,室內車庫,0,0,無
北區,建物,延平路一段357巷38弄1～30號,0,,鄉村區,,10111,建物1,二層,5,公寓,住家用,鋼筋混凝土造,6908,3房,1廳,1衛,有隔間,無管理組織,7000,321,,0,0,無
北區,建物,東大路二段61～90號,0,,,,10111,建物1,九層,13,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8502,3房,1廳,1衛,有隔間,有管理組織,13000,386,,0,0,無
東區,建物,金山二十三街18巷1～30號,0,,,,10111,建物1車位1,見其他登記事項,4,透天厝,見其他登記事項,鋼筋混凝土造,8801,5房,2廳,4衛,有隔間,無管理組織,23000,334,室內車庫,0,0,無
